url,accords,top_notes,mid_notes,bot_notes,uncateg_notes,description,rating,longevity,sillage,fem_masc,price,environment,reviews
https://www.fragrantica.com/perfume/Jo-Malone-London/154-Cologne-17819.html,"[('fresh spicy', 100.0), ('aromatic', 85.8746), ('citrus', 69.6866), ('woody', 62.9764), ('lavender', 56.6318), ('earthy', 55.4829), ('green', 50.94)]","['Grapefruit', 'Bergamot', 'Mandarin Orange']","['Nutmeg', 'Lavender', 'Basil']","['Vetiver', 'Patchouli', 'Musk', 'Vanilla']",[],"154 Cologne by Jo Malone London is a Woody Aromatic fragrance for women and men. 154 Cologne was launched in 2001. The nose behind this fragrance is Jo Malone. Top notes are Grapefruit, Bergamot and Mandarin Orange; middle notes are Nutmeg, Lavender and Basil; base notes are Vetiver, Patchouli, Musk and Vanilla. ",3.77,[ 9.63 13.37 49.73 22.46  4.81],[13.19 48.94 20.85 17.02],[ 4.58  0.76 36.64 40.46 17.56],[ 8.49 30.19 52.83  7.55  0.94],[ 64.4928  89.1304  56.5217 100.      98.5507  53.6232],[]
https://www.fragrantica.com/perfume/Frederic-Malle/Cologne-Bigarade-4769.html,"[('citrus', 100.0), ('green', 82.5793), ('fresh', 70.9051), ('rose', 54.4343), ('fresh spicy', 49.9999), ('woody', 48.8236), ('herbal', 44.4344)]",['Bitter Orange'],['Rose'],"['Grass', 'Hay', 'Cedar']",[],"Cologne Bigarade by Frederic Malle is a Citrus Aromatic fragrance for women and men. Cologne Bigarade was launched in 2001. The nose behind this fragrance is Jean-Claude Ellena. Top note is Bitter Orange; middle note is Rose; base notes are Grass, Hay and Cedar. ",4.10,[16.24 29.06 33.33 10.26 11.11],[34.84 29.03 16.77 19.35],[ 1.49  4.48 61.19 20.9  11.94],[42. 42.  8.  6.  2.],[ 10.2564  82.906   92.3077  23.0769 100.      12.8205],[]
https://www.fragrantica.com/perfume/Floris/Cefiro-5540.html,"[('citrus', 100.0), ('woody', 53.6766), ('fresh spicy', 52.2972), ('aromatic', 47.1912), ('powdery', 45.9765), ('white floral', 44.4117)]","['Bergamot', 'Amalfi Lemon', 'Orange', 'Mandarin Orange', 'Lime']","['Jasmine', 'Nutmeg', 'Cardamom']","['Sandalwood', 'Musk', 'Virginia Cedar']",[],"Cefiro by Floris is a Citrus fragrance for women and men. Cefiro was launched in 2001. Top notes are Bergamot, Amalfi Lemon, Orange, Mandarin Orange and Lime; middle notes are Jasmine, Nutmeg and Cardamom; base notes are Sandalwood, Musk and Virginia Cedar. ",3.94,[ 9.35 22.3  49.64 16.55  2.16],[25.15 51.53 14.72  8.59],[ 2.38  7.14 59.52 25.4   5.56],[ 5.05 26.26 40.4  26.26  2.02],[  8.08824  72.7941  100.       19.1176   96.3235   15.4412 ],[]
https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Verte-Violette-4434.html,"[('violet', 100.0), ('powdery', 86.0215), ('ozonic', 70.4337), ('aquatic', 59.7932), ('iris', 58.0865), ('floral', 49.5958), ('woody', 44.0107)]",[],[],[],"['Violet', 'Violet Leaf', 'Iris']",Verte Violette by L'Artisan Parfumeur is a Floral fragrance for women and men. Verte Violette was launched in 2001. The nose behind this fragrance is Anne Flipo. ,4.10,[26.15 17.69 42.31  8.46  5.38],[45.35 27.33 12.79 14.53],[54.17 33.33 12.5   0.    0.  ],[27.78 27.78 27.78 11.11  5.56],[ 18.8889  94.4444  52.7778  23.3333 100.      12.7778],[]
https://www.fragrantica.com/perfume/Comme-des-Garcons/Comme-des-Garcons-Series-2-Red-Sequoia-3726.html,"[('woody', 100.0), ('warm spicy', 51.2035), ('rum', 50.1143), ('white floral', 46.9755), ('oud', 46.1747), ('leather', 44.5733), ('amber', 44.4132)]",[],[],[],"['Sequoia', 'Mahogany', 'Rum', 'Karo-Korund', 'Agarwood (Oud)', 'Opoponax', 'Leather']",Comme des Garcons Series 2 Red: Sequoia by Comme des Garcons is a Woody fragrance for women and men. Comme des Garcons Series 2 Red: Sequoia was launched in 2001. The nose behind this fragrance is Bertrand Duchaufour. ,4.25,[ 6.2   9.3  35.66 39.53  9.3 ],[ 8.07 54.04 22.36 15.53],[ 0.    8.7  76.09 13.04  2.17],[ 2.94  2.94 67.65 17.65  8.82],[ 54.2056  78.5047  35.514  100.      97.1963  50.4673],[]
https://www.fragrantica.com/perfume/Gap/OM-44741.html,"[('amber', 100.0), ('woody', 88.5052), ('warm spicy', 80.6945), ('balsamic', 72.9284), ('smoky', 57.5578), ('aromatic', 51.4422), ('oud', 50.6315), ('fresh spicy', 48.1264), ('powdery', 46.063)]","['Ginger', 'Cedar', 'Coriander', 'Lotus', 'Green Notes']","['Incense', 'Olibanum']","['Sandalwood', 'Agarwood (Oud)', 'Peru Balsam']",[],"OM by Gap is a Woody fragrance for women and men. OM was launched in 2001. The nose behind this fragrance is IFF. Top notes are Ginger, Cedar, Coriander, Lotus and Green Notes; middle notes are Incense and Olibanum; base notes are Sandalwood, Agarwood (Oud) and Peru Balsam. ",4.48,[ 2.63 42.11 42.11 13.16  0.  ],[20.45 56.82 18.18  4.55],[ 2.5 15.  72.5  7.5  2.5],[ 8.33  2.78  8.33 44.44 36.11],[ 70.2703  45.9459  35.1351 100.      81.0811  67.5676],[]
https://www.fragrantica.com/perfume/Kaloo/Dragee-14758.html,"[('almond', 100.0), ('vanilla', 89.6297), ('musky', 74.0742), ('nutty', 72.0002), ('sweet', 70.8332), ('powdery', 69.9261), ('fruity', 65.0)]",[],[],[],"['Almond', 'Vanilla', 'Musk']",Dragee by Kaloo is a fragrance for women and men. Dragee was launched in 2001. ,4.00,[39.13 26.09 30.43  4.35  0.  ],[46.67 30.    6.67 16.67],[61.54 15.38 23.08  0.    0.  ],[ 0.   44.44 22.22 22.22 11.11],[ 29.1667  79.1667  41.6667  62.5    100.      33.3333],[]
https://www.fragrantica.com/perfume/Diptyque/Opone-3959.html,"[('rose', 100.0), ('warm spicy', 99.7199), ('metallic', 53.3333), ('floral', 51.0001), ('leather', 48.6666), ('woody', 45.8667), ('fresh spicy', 44.9332)]",[],[],[],"['Turkish Rose', 'Saffron', 'Spices', 'Cumin', 'Guaiac Wood']",Ôponé by Diptyque is a Woody Chypre fragrance for women and men. Ôponé was launched in 2001. ,3.78,[10.  10.  37.5 35.   7.5],[11.11 36.51 28.57 23.81],[ 6.25 25.   62.5   6.25  0.  ],[ 0. 20. 80.  0.  0.],[ 96.2963  55.5556  18.5185 100.      77.7778  81.4815],[]
https://www.fragrantica.com/perfume/Comme-des-Garcons/Comme-des-Garcons-Series-2-Red-Harissa-3723.html,"[('warm spicy', 100.0), ('fresh spicy', 69.0382), ('aromatic', 67.2959), ('citrus', 63.0733), ('green', 59.5297), ('fresh', 44.6467)]",[],[],[],"['Chili Pepper', 'Tomato', 'Spices', 'Blood Orange', 'Nutmeg', 'Cardamom', 'Lemon', 'Saffron', 'Angelica']",Comme des Garcons Series 2 Red: Harissa by Comme des Garcons is a Aromatic Fougere fragrance for women and men. Comme des Garcons Series 2 Red: Harissa was launched in 2001. The nose behind this fragrance is Bertrand Duchaufour. ,3.92,[ 9.76  4.88 53.66 29.27  2.44],[24.07 48.15 16.67 11.11],[ 0.    7.69 84.62  7.69  0.  ],[14.29  0.   71.43 14.29  0.  ],[ 38.4615  51.9231  65.3846  76.9231 100.      38.4615],[]
https://www.fragrantica.com/perfume/Givenchy/Organza-Eau-de-Toilette-du-Desert-41907.html,"[('white floral', 100.0), ('amber', 58.1125), ('powdery', 54.7388), ('fresh spicy', 53.8954), ('vanilla', 53.8954), ('green', 47.2891), ('animalic', 46.1648), ('woody', 45.4618), ('tuberose', 45.4618), ('iris', 44.0562)]",[],[],[],"['Jasmine', 'Amber', 'Nutmeg', 'Vanilla', 'Gardenia', 'Tuberose', 'Honeysuckle', 'Iris', 'Green Notes', 'Cedar']",Organza Eau de Toilette du Desert by Givenchy is a Oriental fragrance for women and men. Organza Eau de Toilette du Desert was launched in 2001. ,4.08,[ 0.   12.9  29.03 29.03 29.03],[ 7.5 32.5 35.  25. ],[61.9  19.05 19.05  0.    0.  ],[25.    6.25 50.   18.75  0.  ],[ 76.  24.  24.  76.  24. 100.],[]
https://www.fragrantica.com/perfume/Versace/Versus-Time-For-Relax-1768.html,"[('floral', 100.0), ('green', 57.6567), ('woody', 47.1662)]","['Freesia', 'Apple Blossom', 'Hawthorn']",['Avocado'],"['Virginia Cedar', 'Sandalwood', 'Amber']",[],"Versus Time For Relax by Versace is a Floral Green fragrance for women and men. Versus Time For Relax was launched in 2001. The nose behind this fragrance is Louise Turner. Top notes are Freesia, Apple Blossom and Hawthorn; middle note is Avocado; base notes are Virginia Cedar, Sandalwood and Amber. ",4.04,[ 3.7  18.52 44.44 18.52 14.81],[19.44 30.56 36.11 13.89],[35.71  7.14 57.14  0.    0.  ],[ 0. 10. 40. 30. 20.],[ 17.0213  65.9574  82.9787  19.1489 100.      10.6383],"['Oh my!LOVE LOVE LOVE. I love this one. I am SO happy gjetting this one. It realy relaxes me and makes me feel so special. And it lasts and ladts. LOVE IT💞', 'I agree that Versus Time To Relax smells in the drydown a little like She Velvet Forest Wood by Dsquared2. But if SVFW is a refreshing piny blast,  VTTR has a soft woody touch like a hug from a close friend, reassuring and relaxing.  Pleasant green smell, a little spicy, fresh and warm at the same time. Perfect for the summer. Perfect for meditation. Mantra- Versus- Nature. Love them bridged. Though you have to reapply the scent too often to feel the effect ..so unobtrusive, so subtle, so on...', 'Is the BEST parfumin my life!!! I LOVE IT', 'rotten! :( and i usually like versace fragrance it smelt sour on me', 'I also think this one is more for women...good choice if you prefer a sporty, fresh and unusual scents.', ""Versus Time For Relax  More suitable for women, I think. The sweet flowers at the beginning are quite annoying to me. They try to be green and fresh, but fail.  I don't get any drydown, the fragrance is gently floral with a hint of green notes to the very end. Good sillage. Quite surprising and really differs depending on the body chemistry and the staying power is good."", 'I also think this one is more for women...good choice if you prefer a sporty, fresh and unusual scents.', 'I agree that Versus Time To Relax smells in the drydown a little like She Velvet Forest Wood by Dsquared2. But if SVFW is a refreshing piny blast,  VTTR has a soft woody touch like a hug from a close friend, reassuring and relaxing.  Pleasant green smell, a little spicy, fresh and warm at the same time. Perfect for the summer. Perfect for meditation. Mantra- Versus- Nature. Love them bridged. Though you have to reapply the scent too often to feel the effect ..so unobtrusive, so subtle, so on...', 'Oh my!LOVE LOVE LOVE. I love this one. I am SO happy gjetting this one. It realy relaxes me and makes me feel so special. And it lasts and ladts. LOVE IT💞']"
https://www.fragrantica.com/perfume/Kaloo/Blue-14755.html,"[('citrus', 100.0), ('white floral', 70.7594), ('musky', 51.2659), ('fruity', 44.886), ('fresh spicy', 44.1772)]","['Mandarin Orange', 'Bergamot']","['Orange Blossom', 'Honeysuckle']",['Musk'],[],Blue by Kaloo is a Floral fragrance for women and men. Blue was launched in 2001. Top notes are Mandarin Orange and Bergamot; middle notes are Orange Blossom and Honeysuckle; base note is Musk. ,3.97,[40. 40. 20.  0.  0.],[53.85 23.08  0.   23.08],[20. 20. 60.  0.  0.],[ 0. 50. 25. 25.  0.],[  0.      84.6154 100.      23.0769 100.      15.3846],[]
https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-100-Glacon-36113.html,"[('aromatic', 100.0), ('citrus', 98.2196), ('fresh spicy', 87.537), ('green', 79.4779), ('fresh', 62.4233), ('amber', 58.1126), ('fruity', 58.1126), ('powdery', 53.521), ('musky', 50.6159), ('herbal', 49.8659)]","['Citruses', 'Basil', 'Lemon', 'Fruity Notes', 'Mint']","['Coriander', 'Rose', 'Orris Root', 'Patchouli']","['Amber', 'Musk']",[],"Eau Sauvage 100% Glaçon by Dior is a Aromatic Aquatic fragrance for women and men. Eau Sauvage 100% Glaçon was launched in 2001. Top notes are Citruses, Basil, Lemon, Fruity Notes and Mint; middle notes are Coriander, Rose, Orris Root and Patchouli; base notes are Amber and Musk. ",4.12,[14.29 42.86  0.   14.29 28.57],[20. 30. 15. 35.],[20.  0. 20. 20. 40.],[ 0.  0. 50. 50.  0.],[  0.      28.5714  71.4286  42.8571 100.      57.1429],[]
https://www.fragrantica.com/perfume/Kaloo/Lavande-42735.html,"[('lavender', 100.0), ('aromatic', 58.0), ('fresh spicy', 51.0001)]",[],[],[],['Lavender'],Lavande by Kaloo is a Floral fragrance for women and men. Lavande was launched in 2001. ,3.00,[33.33 66.67  0.    0.    0.  ],[100.   0.   0.   0.],[33.33  0.   66.67  0.    0.  ],[ 0.  0. 25. 25. 50.],[  0.      66.6667  66.6667  33.3333 100.      66.6667],[]
https://www.fragrantica.com/perfume/Dog-Generation/Oh-My-Cat-44997.html,"[('vanilla', 100.0), ('powdery', 78.4167), ('aromatic', 72.0002), ('woody', 62.2776), ('musky', 61.1112), ('amber', 55.6669), ('bitter', 53.3332), ('sweet', 52.1668), ('balsamic', 47.5002)]","['Palisander Rosewood', 'Mandarin Orange', 'Bergamot']","['Olive', 'Sandalwood', 'Jasmine', 'Freesia', 'Magnolia', 'Cedar']","['Vanilla', 'Musk', 'Amber']",[],"Oh My Cat by Dog Generation is a Floral Woody Musk fragrance for women and men. Oh My Cat was launched in 2001. Oh My Cat was created by Bernard Ellena and Maurice Roucel. Top notes are Palisander Rosewood, Mandarin Orange and Bergamot; middle notes are Olive, Sandalwood, Jasmine, Freesia, Magnolia and Cedar; base notes are Vanilla, Musk and Amber. ",4.00,[40. 30. 30.  0.  0.],[66.67 26.67  0.    6.67],[ 0.   14.29 85.71  0.    0.  ],[ 0.   16.67 16.67 50.   16.67],[ 50.  75.  75.  50. 100.  25.],[]
https://www.fragrantica.com/perfume/Ramon-Molvizar/Pure-White-Goldskin-5823.html,"[('amber', 100.0), ('musky', 98.9505), ('fruity', 73.4688), ('powdery', 73.2439), ('woody', 60.1285), ('floral', 56.9805), ('animalic', 53.2332), ('sweet', 50.8349), ('smoky', 45.5888), ('aromatic', 44.6897)]","['Osmanthus', 'Orange Blossom', 'Ozonic notes']","['Amber', 'Red Berries', 'Vanilla']","['Musk', 'Vetiver', 'Incense', 'Woody Notes']",[],"Pure White Goldskin by Ramon Molvizar is a Oriental Floral fragrance for women and men. Pure White Goldskin was launched in 2001. Top notes are Osmanthus, Orange Blossom and Ozonic notes; middle notes are Amber, Red Berries and Vanilla; base notes are Musk, Vetiver, Incense and Woody Notes. ",4.07,[ 4.17  8.33 29.17 45.83 12.5 ],[10. 26. 36. 28.],[10.  0. 60. 30.  0.],[28.57 14.29 57.14  0.    0.  ],[ 73.6842  78.9474  42.1053  78.9474 100.      63.1579],[]
https://www.fragrantica.com/perfume/Versace/Versus-Time-For-Energy-1767.html,"[('citrus', 100.0), ('green', 81.4406), ('fresh spicy', 52.9661), ('woody', 50.4237), ('aromatic', 46.4407)]","['Green Tea', 'Mandarin Orange']","['Lemon Tree', 'Yuzu', 'Mint']","['Oakmoss', 'Cedar', 'Amber']",[],"Versus Time For Energy by Versace is a Floral Green fragrance for women and men. Versus Time For Energy was launched in 2001. Top notes are Green Tea and Mandarin Orange; middle notes are Lemon Tree, Yuzu and Mint; base notes are Oakmoss, Cedar and Amber. ",3.62,[20.59  8.82 44.12 17.65  8.82],[ 7.89 34.21 36.84 21.05],[16.67 16.67 50.   16.67  0.  ],[40.  0. 60.  0.  0.],[  4.54545  84.0909   84.0909   13.6364  100.       15.9091 ],[]
https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Orange-Leaves-Eau-de-Cologne-2004.html,"[('citrus', 100.0), ('fresh spicy', 47.0848), ('aromatic', 45.5423)]",[],[],[],"['Petitgrain', 'Bitter Orange', 'Bergamot', 'Mandarin Orange']",Orange Leaves Eau de Cologne by L'Occitane en Provence is a Floral Green fragrance for women and men. Orange Leaves Eau de Cologne was launched in 2001. ,4.27,[14.29  0.   64.29 14.29  7.14],[ 4.55 54.55 36.36  4.55],[ 0. 50. 50.  0.  0.],[  0.   0.   0. 100.   0.],[ 20.6897  79.3103  72.4138  41.3793 100.      27.5862],[]
https://www.fragrantica.com/perfume/Biotherm/Aqua-Sport-50197.html,"[('green', 100.0), ('aromatic', 67.6923), ('fresh spicy', 59.6154)]",[],[],[],"['Mint', 'Tea']",Aqua Sport by Biotherm is a fragrance for women and men. Aqua Sport was launched in 2001. The nose behind this fragrance is Karoline Vieth-Buxton. ,4.12,[25. 25. 25.  0. 25.],[28.57 28.57  0.   42.86],[  0.   0. 100.   0.   0.],[ 0.  0.  0. 50. 50.],[  0.      50.      83.3333  16.6667 100.      33.3333],[]
https://www.fragrantica.com/perfume/Succes-de-Paris/Fujiyama-Green-17399.html,"[('citrus', 100.0), ('fresh spicy', 90.436), ('aromatic', 86.6001), ('green', 83.2755), ('fresh', 57.2771), ('woody', 51.3953), ('camphor', 47.0481)]","['Green Tea', 'Lemon', 'Mandarin Orange', 'Bergamot']","['Mint', 'Thyme', 'Cyclamen', 'Lily-of-the-Valley']","['Laurels', 'Cedar', 'White Musk']",[],"Fujiyama Green by Succes de Paris is a Citrus Aromatic fragrance for women and men. Fujiyama Green was launched in 2001. Top notes are Green Tea, Lemon, Mandarin Orange and Bergamot; middle notes are Mint, Thyme, Cyclamen and Lily-of-the-Valley; base notes are Laurels, Cedar and White Musk. ",3.94,[16. 20. 36. 24.  4.],[19.44 38.89 27.78 13.89],[33.33 16.67 50.    0.    0.  ],[ 0.  0. 20. 20. 60.],[  0.       62.5     100.        4.16667  91.6667    4.16667],[]
https://www.fragrantica.com/perfume/Guerlain/Too-Much-Champs-Elysees-Vital-Sensations-35855.html,"[('floral', 100.0), ('green', 69.0832), ('yellow floral', 60.4631), ('powdery', 60.0091), ('almond', 58.5183), ('fresh spicy', 54.8888), ('citrus', 54.3705), ('white floral', 49.4446), ('amber', 46.8518), ('fresh', 45.5558)]","['Lilac', 'Calabrian bergamot', 'Mimosa Petals']","['Hyacinth', 'Heliotrope', 'Jasmine', 'Mimosa']","['Narcissus', 'Jasmine', 'Almond Wood', 'Amber']",[],"Too Much Champs Elysees Vital Sensations by Guerlain is a fragrance for women and men. Too Much Champs Elysees Vital Sensations was launched in 2001. The nose behind this fragrance is Jean-Paul Guerlain. Top notes are Lilac, Calabrian bergamot and Mimosa Petals; middle notes are Hyacinth, Heliotrope, Jasmine and Mimosa; base notes are Narcissus, Jasmine, Almond Wood and Amber. ",4.48,[ 0.  0. 20. 30. 50.],[ 0.   30.77 53.85 15.38],[50.  0. 50.  0.  0.],[  0.   0. 100.   0.   0.],[ 22.2222 100.      88.8889  44.4444 100.      55.5556],[]
