,note_group,group_description,note,note_img
10,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",citrus japonica,https://fimgs.net/mdimg/sastojci/m.1642.jpg?1736777487
11,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",citrus water,https://fimgs.net/mdimg/sastojci/m.1182.jpg?1733161258
12,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",citruses,https://fimgs.net/mdimg/sastojci/m.313.jpg?1733161263
13,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",clementine,https://fimgs.net/mdimg/sastojci/m.84.jpg?1733161266
14,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",finger lime,https://fimgs.net/mdimg/sastojci/m.881.jpg?1733161266
15,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",grapefruit,https://fimgs.net/mdimg/sastojci/m.76.jpg?1733161266
16,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",grapefruit leaf,https://fimgs.net/mdimg/sastojci/m.933.jpg?1733161266
17,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",grapefruit peel,https://fimgs.net/mdimg/sastojci/m.1338.jpg?1733161258
18,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",green tangerine,https://fimgs.net/mdimg/sastojci/m.1176.jpg?1733161258
19,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",hassaku,https://fimgs.net/mdimg/sastojci/m.445.jpg?1733161265
20,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",hatkora lemon,https://fimgs.net/mdimg/sastojci/m.639.jpg?1733161265
21,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",kaffir lime,https://fimgs.net/mdimg/sastojci/m.958.jpg?1733161266
22,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",kumquat,https://fimgs.net/mdimg/sastojci/m.81.jpg?1733161266
23,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",lemon,https://fimgs.net/mdimg/sastojci/m.77.jpg?1733161266
24,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",lemon balm,https://fimgs.net/mdimg/sastojci/m.375.jpg?1733161264
25,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",lemon myrtle,https://fimgs.net/mdimg/sastojci/m.1587.jpg?1733161259
26,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",lemon tree,https://fimgs.net/mdimg/sastojci/m.381.jpg?1733161264
27,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",lemon verbena,https://fimgs.net/mdimg/sastojci/m.120.jpg?1733161258
28,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",lemon zest,https://fimgs.net/mdimg/sastojci/m.788.jpg?1733161266
29,citrus smells,"Most often by citrus in perfumery we describe the whole spectrum of hesperidic fruits (Hesperidia), named after the Hesperides, nymphs from Greek mythology. These are fruits or citrus-smelling raw materials (notably verbena and lemongrass) and a few are among the most ancient ingredients in perfumery alongside resins. The more modern variations, such as pomelo, grapefruit, yuzu and hassaku, are relatively recent developments in the area of perfume extraction. The citrus essences are expressed or cold-expressed in most cases to preserve their inherent freshness. Petitgrain is an exception, as it comes from the steam distillation of the twigs and leaves of the bitter orange tree. Citruses provide a refreshing and effarvescent quality to fragrances, accounting for the top note which tickles our noses with pleasure. They're helpful for clearing one's mind and feel sunny and optimistic, lending an air of easy elegance and cleanness. Bergamot especially is an integral part of the classic Eau de Cologne formula. Citruses are a classic companion to more tenacious floral and resinous notes in oriental fragrances and they also provide a good companion to other fruity notes, cutting the sugar and injecting tartness.more...",lemongrass,https://fimgs.net/mdimg/sastojci/m.358.jpg?1733161264
